Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,V29,Anomaly
42951.0,-23.7128394089686,-42.1726875231095,-13.3208246805279,9.92501936512661,-13.9455376404468,5.56489131600864,15.7106439822399,-2.84425261686592,-1.58072500831757,-5.5332559073632,1.44669482617669,0.90267505415758,1.74697926404009,2.35413099249729,0.801598168355565,2.06847490432671,1.413407352408,0.74831970603822,-3.63737113118018,26.2373907895659,7.92159987893745,-6.32070956224581,-11.3103376053523,0.404175327599178,-4.54727807360067,-1.57711817570979,-2.35738472087658,2.25366209932537,12910.93,0,,
46253.0,-21.7806653711401,-38.3053101842846,-12.1224690662748,9.75279092085636,-12.8807937810193,4.25601709432048,14.7850510365002,-2.81825271283549,-0.66733808724369,-5.54558967391295,1.06754945369055,0.832725596903818,1.5921655924082,2.78852111864313,2.56951968863488,2.72150524910154,-0.613874786465519,3.49079843655083,-3.83886333284025,24.1338941917421,7.43747786909768,-5.61943900991097,-10.5470384197866,0.653249060509702,-4.23240919460183,-0.480459129230095,-2.25791314015678,2.0824879785445,11898.09,0,,
48401.0,-36.8023199088745,-63.3446983175027,-20.6457938971874,16.7155373723131,-20.6720638844186,7.69400233548118,24.9565873373833,-4.73011069794637,-2.68731175419343,-8.4234037916184,1.18635975047694,1.87998205587773,3.49672267267696,4.08250345152737,1.40617806809999,0.773132920896379,0.902963574986372,5.04106918541184,-7.21352743017759,39.4209042482199,11.4553133416159,-10.933143697655,-17.1736649383127,1.18070013328976,-7.02578318190186,-2.53432972105675,-3.60247947620498,3.45022448127565,19656.53,0,,
95286.0,-34.5492960902358,-60.4646176556493,-21.3408541341773,16.8753440335975,-19.2290753418689,6.33525946112305,24.4227156538183,-4.96456618217565,0.188912105920729,-8.90818214907509,-0.0835135132064674,-2.28186606376305,3.7393658809182,5.98921033200754,2.58216178487832,3.03287393448113,0.530778941130874,4.71239756635225,-6.93829731768481,38.1172091261285,11.5025799642917,-9.49942296430251,-16.5131859118675,0.744341223508735,-7.08132534637739,-2.60455055280817,-3.55096314850856,3.25080214603931,18910.0,0,,
119713.0,-20.9248974344676,-37.9434520078454,-14.0602812514662,10.4730053591961,-10.8666391397557,6.25665449264906,14.9605214472269,-2.39215544778741,-0.597075587755593,-5.34124880430366,0.713032834250581,1.36129664869424,1.41076018309965,2.96993600298439,1.44111445655652,1.13421180167615,0.297531973084618,1.34082009238503,-4.39242090902923,23.6490945681255,6.8298096870742,-6.92635333081555,-9.92865678306739,-0.447083812247433,-4.84815081359338,-2.24162029000295,-2.1407232945292,2.00149228131724,11789.84,0,,
166198.0,-35.5485392112513,-31.8504841430453,-48.3255893623954,15.3041839851875,-113.743306711146,73.3016255459646,120.589493945238,-27.3473599337598,-3.87242453038611,-12.0054867807373,6.85389670664344,-9.18941787565569,7.12688295859376,-6.79594155719079,8.87774159774277,17.3151115176278,-7.17380530169518,-1.96804418826701,5.5017472139665,-54.497720494566,-21.6201196505274,5.71230304286357,-1.58109750786105,4.58454913689817,4.55468275626127,3.41563624349633,31.6121981061363,-15.4300839055349,25691.16,0,,
11332.0,-0.18075397003161026,-2.397253883415854,-1.507020776340326,0.26273478248552673,0.22594571050351536,0.9942002357779075,-0.8405349876366435,-1.396160017703805,-1.0975695606521045,1.1613243324234395,0.925651984279504,-0.22309403052416188,-0.25541476896258314,1.0423435245794783,1.3559902257915675,-0.19329690797559732,1.8211905598288411,-0.45261590350348724,1.4310927375988964,-0.797002922302329,0.09873823923683382,-0.8532109911997985,-0.12466060410181584,-1.0242010823221541,-1.0025979751620118,-0.9341486226593338,-0.68607289895489,-0.41629112091051146,23798.55340016075,0,0.8959988321015977,
121685.0,0.7425128065295844,-1.1995371514198607,0.9937893625582015,0.4410511914950989,1.216360790844265,-0.9398330284908684,-1.2672035562457797,2.4070900196339555,-1.221991422170398,0.2765667666452914,0.559054962622483,-0.26334013040315996,1.7174128711535972,0.05107389383686277,-0.7072954723110795,-0.41820603448026694,-0.3905283839937222,1.5030480302797409,-1.3920318390300006,-0.7271134238246951,-0.17792541720742494,0.28907271207551005,-1.3779289939352335,-0.5121945753764077,0.09320205535425959,1.6249721226578102,-0.6128998446472897,-0.31496215121359467,12921.635857841067,0,-1.8039107223177426,
110119.0,0.3397548257205965,1.0820127261411954,0.6325938611090962,-0.8511129634621689,1.1752411813430166,-1.0063302875142006,-1.355792823007868,0.104118508674642,-0.44706589778623645,0.6342032342369417,-0.43528567740676005,-0.6467754186903227,-0.8133257710844176,-0.4065838660836115,0.7137125453210086,1.4340682493491694,0.45395410381149326,0.5336746918419102,0.49322142860858353,0.7787241699924549,-1.1348336833660184,-0.4277329186111023,-0.3530148702740646,0.4512771030826798,0.9260733988904795,-0.43199984028070354,0.0564229247840092,-0.4842070292736317,20024.52744706796,0,-0.8846793717851291,
80389.0,0.2096368438146644,0.14351727306281864,1.6795507266476848,1.551572989899297,-0.1956965527112409,0.7055356740866993,-1.8270203180468372,-2.3967062896150604,0.11471651974801701,-1.4211149378709325,-0.9865465721647934,-0.4998882799702385,0.46062911909748777,0.11781425898527184,0.8771233734579237,1.584345145902319,0.01194806401606427,-0.33455248253375586,0.6217937949890522,-1.0623286872367612,-0.3115218335861504,-0.50910487689037,-0.22009805299008278,-2.0164909881664426,0.707415262063854,0.4749279675803185,0.9783867982525505,-0.6389907797230956,10578.161390040843,0,-0.7013138309396308,
